gene_callers_id	blastp_acc	blastp_ann	blastp_species	blastp_taxa
13834226	WP_011817688.1	"phosphoglycerate kinase [Prochlorococcus marinus]"	"Prochlorococcus marinus"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae","Prochlorococcus"
8853492	WP_397362042.1	"SusC/RagA family TonB-linked outer membrane protein [Olleya sp. R77988]"	"Olleya sp. R77988"	"Bacteria","Pseudomonadati","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae"
1578998	WP_069674330.1	"polyribonucleotide nucleotidyltransferase [Formosa sp. Hel3_A1_48]"	"Formosa sp. Hel3_A1_48"	"Bacteria","Pseudomonadati","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Formosa"
890870	WP_011710697.1	"elongation factor G [Christiangramia forsetii]"	"Christiangramia forsetii"	"Bacteria","Pseudomonadati","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Christiangramia"
1284086	XP_001422909.1	"Eukaryotic translation elongation factor 1 alpha [Ostreococcus lucimarinus CCE9901]"	"Ostreococcus lucimarinus CCE9901"	"Eukaryota","Viridiplantae","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","Ostreococcus"
694264	WP_010341589.1	"MULTISPECIES: 30S ribosomal protein S10 [Bacteria]"	"Bacteria"	"Unclassified"
8001532	WP_232059207.1	"TonB-dependent receptor [Kineobactrum salinum]"	"Kineobactrum salinum"	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Cellvibrionales","Halieaceae","Kineobactrum"
8067078	WP_126456662.1	"porin [Sulfuriflexus mobilis]"	"Sulfuriflexus mobilis"	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Chromatiales","Granulosicoccaceae","Sulfuriflexus"
11311116	WP_420863410.1	"NADP-dependent isocitrate dehydrogenase [Algirhabdus cladophorae]"	"Algirhabdus cladophorae"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Algirhabdus"
11311119	WP_280098002.1	"recombinase RecA [Amylibacter sp. IMCC11727]"	"Amylibacter sp. IMCC11727"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Amylibacter"
12851218	WP_013046446.1	"polyribonucleotide nucleotidyltransferase [Candidatus Puniceispirillum marinum]"	"Candidatus Puniceispirillum marinum"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Puniceispirillales","Candidatus Puniceispirillaceae","Candidatus Puniceispirillum"
14063638	WP_013044440.1	"elongation factor Tu [Coraliomargarita akajimensis]"	"Coraliomargarita akajimensis"	"Bacteria","Pseudomonadati","Verrucomicrobiota","Opitutia","Puniceicoccales","Coraliomargaritaceae","Coraliomargarita"
3119129	WP_032520057.1	"50S ribosomal protein L4 [Prochlorococcus marinus]"	"Prochlorococcus marinus"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae","Prochlorococcus"
5675035	WP_151120001.1	"F0F1 ATP synthase subunit beta [Hypericibacter adhaerens]"	"Hypericibacter adhaerens"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Dongiaceae","Hypericibacter"
10197022	WP_012007538.1	"phosphate ABC transporter ATP-binding protein PstB [Prochlorococcus marinus]"	"Prochlorococcus marinus"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae","Prochlorococcus"
10623018	WP_390617641.1	"TonB-dependent receptor [Maricurvus nonylphenolicus]"	"Maricurvus nonylphenolicus"	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae","Maricurvus"
12392495	WP_320682134.1	"ArsJ-associated glyceraldehyde-3-phosphate dehydrogenase [Prochlorococcus sp. MIT 1314]"	"Prochlorococcus sp. MIT 1314"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae","Prochlorococcus"
7739445	WP_337658756.1	"TonB-dependent siderophore receptor [Sphingorhabdus sp. Alg231-15]"	"Sphingorhabdus sp. Alg231-15"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingorhabdus"
8722491	WP_251086902.1	"DUF4856 domain-containing protein [Spongiibacter taiwanensis]"	"Spongiibacter taiwanensis"	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Cellvibrionales","Spongiibacteraceae","Spongiibacter"
12884029	WP_375595397.1	"elongation factor G [Algihabitans albus]"	"Algihabitans albus"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Algihabitans"
6133831	WP_348283890.1	"elongation factor Tu [Ekhidna sp.]"	"Ekhidna sp."	"Bacteria","Pseudomonadati","Bacteroidota","Cytophagia","Cytophagales","Reichenbachiellaceae","Ekhidna"
4167753	WP_415308995.1	"extracellular solute-binding protein [Candidatus Pelagibacter sp. Uisw_099_02]"	"Candidatus Pelagibacter sp. Uisw_099_02"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae","Candidatus Pelagibacter"
13146186	WP_415275666.1	"F0F1 ATP synthase subunit beta [Candidatus Pelagibacter sp. Uisw_116]"	"Candidatus Pelagibacter sp. Uisw_116"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae","Candidatus Pelagibacter"
10623051	WP_424946980.1	"glycine betaine ABC transporter substrate-binding protein [Candidatus Spongiihabitans sp.]"	"Candidatus Spongiihabitans sp."	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Arenicellales","Candidatus Poriferihabitaceae","Candidatus Spongiihabitans"
5511253	WP_245156952.1	"TonB-dependent receptor [Lysobacter arenosi]"	"Lysobacter arenosi"	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","Lysobacter"
2725978	WP_247832881.1	"MULTISPECIES: TRAP transporter substrate-binding protein [Bradyrhizobium]"	"Bradyrhizobium"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae"
3119195	WP_415322536.1	"GYD domain-containing protein [Candidatus Pelagibacter sp. Uisw_127]"	"Candidatus Pelagibacter sp. Uisw_127"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae","Candidatus Pelagibacter"
825436	WP_044050972.1	"porin [Planktomarina temperata]"	"Planktomarina temperata"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Planktomarina"
1448026	WP_188598227.1	"translation initiation factor IF-2 [Polaribacter pacificus]"	"Polaribacter pacificus"	"Bacteria","Pseudomonadati","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae"
3119198	WP_415301367.1	"aldehyde dehydrogenase [Candidatus Pelagibacter sp. Uisw_134_02]"	"Candidatus Pelagibacter sp. Uisw_134_02"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae","Candidatus Pelagibacter"
15603811	WP_070374669.1	"thrombospondin type 3 repeat-containing protein [Colwellia sp. PAMC 20917]"	"Colwellia sp. PAMC 20917"	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Colwellia"
1841253	WP_008336605.1	"P-II family nitrogen regulator [Sulfurimonas gotlandica]"	"Sulfurimonas gotlandica"	"Bacteria","Pseudomonadati","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Sulfurimonadaceae","Sulfurimonas"
2988135	WP_013695462.1	"tripartite tricarboxylate transporter substrate binding protein [Candidatus Pelagibacter sp. IMCC9063]"	"Candidatus Pelagibacter sp. IMCC9063"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae","Candidatus Pelagibacter"
2693226	WP_354690003.1	"flagellin [Lentibacter algarum]"	"Lentibacter algarum"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Lentibacter"
2693226	WP_354690003.1	"flagellin [Lentibacter algarum]"	"Lentibacter algarum"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Lentibacter"
8296564	WP_042850362.1	"peptidylprolyl isomerase [Prochlorococcus sp. MIT 0604]"	"Prochlorococcus sp. MIT 0604"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae","Prochlorococcus"
8788085	WP_416305491.1	"TonB-dependent receptor domain-containing protein [Neptunicella sp. SCSIO 80796]"	"Neptunicella sp. SCSIO 80796"	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Neptunicella"
15374455	WP_023854927.1	"MULTISPECIES: recombinase RecA [Candidatus Pelagibacter]"	"Candidatus Pelagibacter"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae"
10524797	WP_009576241.1	"TonB-dependent receptor [Aequoribacter fuscus]"	"Aequoribacter fuscus"	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Cellvibrionales","Halieaceae","Aequoribacter"6232191
13244551	WP_032524828.1	"Re/Si-specific NAD(P)(+) transhydrogenase subunit alpha [Prochlorococcus marinus]"	"Prochlorococcus marinus"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae","Prochlorococcus"
16783499	WP_025890629.1	"MULTISPECIES: DUF1499 domain-containing protein [Prochlorococcus]"	"Prochlorococcus"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae"
14391439	WP_088768697.1	"TonB-dependent receptor domain-containing protein [Idiomarina piscisalsi]"	"Idiomarina piscisalsi"	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Alteromonadales","Idiomarinaceae","Idiomarina"
3545234	WP_413663781.1	"TonB-dependent receptor domain-containing protein [Microbulbifer sp. CNSA002]"	"Microbulbifer sp. CNSA002"	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Cellvibrionales","Microbulbiferaceae","Microbulbifer"
14424214	NP_509585.1	"Tubulin beta-4 chain [Caenorhabditis elegans]"	"Caenorhabditis elegans"	"Eukaryota","Metazoa","Ecdysozoa","Nematoda","Chromadorea","Rhabditida","Rhabditina","Rhabditomorpha","Rhabditoidea","Rhabditidae","Peloderinae","Caenorhabditis"
10131607	WP_415308363.1	"porin [Candidatus Pelagibacter sp. Uisw_099_02]"	"Candidatus Pelagibacter sp. Uisw_099_02"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae","Candidatus Pelagibacter"
4724889	WP_032514943.1	"MULTISPECIES: 1,4-alpha-glucan branching protein GlgB [Prochlorococcus]"	"Prochlorococcus"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae"
11311262	WP_025969106.1	"carboxysome peptide B [Prochlorococcus marinus]"	"Prochlorococcus marinus"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae","Prochlorococcus"
7837857	WP_011360769.1	"elongation factor G [Synechococcus sp. CC9902]"	"Synechococcus sp. CC9902"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Synechococcales","Synechococcaceae","Synechococcus"
4855974	WP_195809980.1	"TonB-dependent receptor domain-containing protein [Salinimonas marina]"	"Salinimonas marina"	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonas/Salinimonas group","Salinimonas"
15112359	WP_422370949.1	"ABC transporter substrate-binding protein [Hoeflea sp.]"	"Hoeflea sp."	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Hoeflea"
12818601	WP_044836744.1	"TonB-dependent receptor [Thalassomonas viridans]"	"Thalassomonas viridans"	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Thalassomonas"
15440043	WP_115009674.1	"MULTISPECIES: 6,7-dimethyl-8-ribityllumazine synthase [unclassified Synechococcus]"	"unclassified Synechococcus"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Synechococcales","Synechococcaceae","Synechococcus"
2889904	WP_415313373.1	"pyridoxal phosphate-dependent aminotransferase [Candidatus Pelagibacter sp. Uisw_106]"	"Candidatus Pelagibacter sp. Uisw_106"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae","Candidatus Pelagibacter"
16357554	WP_390617150.1	"DNA-directed RNA polymerase subunit beta' [Maricurvus nonylphenolicus]"	"Maricurvus nonylphenolicus"	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae","Maricurvus"
2300083	WP_244431035.1	"tetratricopeptide repeat protein [Simiduia agarivorans]"	"Simiduia agarivorans"	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae","Simiduia"
9443510	WP_223055302.1	"glutamate--ammonia ligase [Algiphilus sp.]"	"Algiphilus sp."	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Nevskiales","Algiphilaceae","Algiphilus"
8001722	WP_075504906.1	"type I glutamate--ammonia ligase [Candidatus Pelagibacter sp. FZCC0015]"	"Candidatus Pelagibacter sp. FZCC0015"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae","Candidatus Pelagibacter"
4430010	WP_395342131.1	"TonB-dependent receptor domain-containing protein [Ningiella sp. W23]"	"Ningiella sp. W23"	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Ningiella"
7542982	WP_420318237.1	"SusD/RagB family nutrient-binding outer membrane lipoprotein [Ekhidna sp.]"	"Ekhidna sp."	"Bacteria","Pseudomonadati","Bacteroidota","Cytophagia","Cytophagales","Reichenbachiellaceae","Ekhidna"
7542983	WP_420318236.1	"SusC/RagA family TonB-linked outer membrane protein [Ekhidna sp.]"	"Ekhidna sp."	"Bacteria","Pseudomonadati","Bacteroidota","Cytophagia","Cytophagales","Reichenbachiellaceae","Ekhidna"
4724940	WP_041860944.1	"ATP-dependent zinc metalloprotease FtsH [Candidatus Puniceispirillum marinum]"	"Candidatus Puniceispirillum marinum"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Puniceispirillales","Candidatus Puniceispirillaceae","Candidatus Puniceispirillum"
6396113	WP_138574529.1	"type I glutamate--ammonia ligase [Paroceanicella profunda]"	"Paroceanicella profunda"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Paroceanicella"
8624338	WP_070960602.1	"TonB-dependent receptor domain-containing protein [Hyphomonas sp. Mor2]"	"Hyphomonas sp. Mor2"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Hyphomonadales","Hyphomonadaceae","Hyphomonas"
4233433	WP_053450279.1	"ribonuclease E [Stenotrophomonas maltophilia]"	"Stenotrophomonas maltophilia"	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","Stenotrophomonas","Stenotrophomonas maltophilia group"
9279707	WP_341502085.1	"TonB-dependent receptor plug domain-containing protein [Gallaecimonas sp. GXIMD4217]"	"Gallaecimonas sp. GXIMD4217"	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Gallaecimonadaceae","Gallaecimonas"
12818652	WP_422369232.1	"PstS family phosphate ABC transporter substrate-binding protein [Pelagibius sp.]"	"Pelagibius sp."	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Rhodovibrionaceae","Pelagibius"
3119327	WP_420405197.1	"TRAP transporter substrate-binding protein [Nisaea sp.]"	"Nisaea sp."	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Thalassobaculaceae","Nisaea"
16521445	WP_407346605.1	"FKBP-type peptidyl-prolyl cis-trans isomerase [Congregibacter variabilis]"	"Congregibacter variabilis"	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Cellvibrionales","Halieaceae","Congregibacter"
8820968	WP_415308363.1	"porin [Candidatus Pelagibacter sp. Uisw_099_02]"	"Candidatus Pelagibacter sp. Uisw_099_02"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae","Candidatus Pelagibacter"
6297833	WP_040816520.1	"chaperonin GroEL [Aequoribacter fuscus]"	"Aequoribacter fuscus"	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Cellvibrionales","Halieaceae","Aequoribacter"
5249269	WP_032524760.1	"carbohydrate porin [Prochlorococcus marinus]"	"Prochlorococcus marinus"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae","Prochlorococcus"
3709174	WP_075082155.1	"flagellin [Mariniblastus fucicola]"	"Mariniblastus fucicola"	"Bacteria","Pseudomonadati","Planctomycetota","Planctomycetia","Pirellulales","Pirellulaceae","Mariniblastus"
12720393	WP_007148668.1	"MULTISPECIES: peroxiredoxin [Alcanivorax]"	"Alcanivorax"	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Oceanospirillales","Alcanivoracaceae"
4397332	WP_013046525.1	"porin [Candidatus Puniceispirillum marinum]"	"Candidatus Puniceispirillum marinum"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Puniceispirillales","Candidatus Puniceispirillaceae","Candidatus Puniceispirillum"
12458272	WP_013047284.1	"DNA-directed RNA polymerase subunit alpha [Candidatus Puniceispirillum marinum]"	"Candidatus Puniceispirillum marinum"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Puniceispirillales","Candidatus Puniceispirillaceae","Candidatus Puniceispirillum"
16226592	WP_415299873.1	"TRAP transporter substrate-binding protein [Candidatus Pelagibacter sp. Uisw_134_02]"	"Candidatus Pelagibacter sp. Uisw_134_02"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae","Candidatus Pelagibacter"
16881954	WP_407326101.1	"TonB-dependent receptor [Congregibacter brevis]"	"Congregibacter brevis"	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Cellvibrionales","Halieaceae","Congregibacter"
13703460	WP_134356625.1	"porin [Nitrosococcus wardiae]"	"Nitrosococcus wardiae"	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Chromatiales","Chromatiaceae","Nitrosococcus"
7575846	WP_064788290.1	"porin [Thalassospira indica]"	"Thalassospira indica"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Thalassospiraceae","Thalassospira"
13146409	YP_010678885.1	"major head protein [Pseudomonas phage vB_PaeM_PA5oct]"	"Pseudomonas phage vB_PaeM_PA5oct"	"Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Arenbergviridae","Wroclawvirus","Wroclawvirus PA5oct"
4659505	WP_415313869.1	"peptidoglycan-associated lipoprotein Pal [Candidatus Pelagibacter sp. Uisw_106]"	"Candidatus Pelagibacter sp. Uisw_106"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae","Candidatus Pelagibacter"
